hidden,lr,neg_ratio,ARI_mean,ARI_std,H_mean,H_std,NMI_mean,NMI_std,time_mean,time_std,n_runs
[32],0.005,3,0.5318614206451691,0.3644726752167672,0.3148425848343013,0.06438103863299469,0.571146358089922,0.3602710492527982,25.07935766776403,8.025512785678789,60
