hidden,lr,neg_ratio,ARI_mean,ARI_std,H_mean,H_std,NMI_mean,NMI_std,time_mean,time_std,n_runs
[16],0.01,3,0.5035604559688368,0.49647058512527764,0.34989349962712946,0.005919676084136548,0.5165965901681205,0.48342888580993626,18.300394694010418,0.7648769113157258,6
