hidden,lr,neg_ratio,ARI_mean,ARI_std,H_mean,H_std,NMI_mean,NMI_std,time_mean,time_std,n_runs
[32],0.005,3,0.9200049302114389,0.10565910799044007,0.38280583057437345,0.04320997988801821,0.963859544869438,0.04638053903954368,23.92629616525438,7.714498280929292,45
