Graph,Algorithm,H_Score
A_000.npy,deepLPBM,0.4822991176008619
A_000.npy,SBM,0.5757061698340242
A_000.npy,Spectral_Clustering,0.5737406608082276
A_000.npy,Soft_Spectral_Clustering,0.5606998389141651
A_000.npy,Louvain,0.6825993368269497
A_000.npy,Leiden,0.682592580958032
A_000.npy,deepLPBM,0.4895477364700924
A_000.npy,SBM,0.5720297589398492
A_000.npy,Spectral_Clustering,0.5737406608082276
A_000.npy,Soft_Spectral_Clustering,0.5606998389141651
A_000.npy,Louvain,0.6825993368269497
A_000.npy,Leiden,0.682592580958032
A_000.npy,deepLPBM,0.4895477364700924
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.5243460455750611
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.5243460455750611
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,1.2777531299998797
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.5615488784221218
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.7593767584173813
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.5243460455750611
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
A_000.npy,Louvain,0.5863480891353301
A_000.npy,Leiden,0.5863480891353301
A_000.npy,deepLPBM,0.7055673176361053
A_000.npy,SBM,0.5243460455750611
A_000.npy,Spectral_Clustering,0.45226685277880907
A_000.npy,Soft_Spectral_Clustering,0.7272314249325875
