node_id,true_label,pred_label_raw,pred_label_aligned
0,0,3,3
1,0,4,4
2,0,0,0
3,0,0,0
4,0,0,0
5,0,1,2
6,1,2,1
7,1,0,0
8,1,2,1
9,1,2,1
10,1,1,2
11,1,1,2
12,2,3,3
13,2,2,1
14,2,1,2
15,2,3,3
16,2,1,2
17,2,1,2
18,3,1,2
19,3,4,4
20,3,3,3
21,3,3,3
22,3,0,0
23,3,2,1
24,4,3,3
25,4,3,3
26,4,4,4
27,4,0,0
28,4,2,1
29,4,4,4
